time,open,high,low,close,vwap,volume,count,EMA3,EMA5,EMA8,EMA10,EMA12,EMA15,EMA30,EMA35,EMA40,EMA45,EMA50,EMA60,stochRSI,BB_middle,BB_upper,BB_lower
1732386660,256.48,256.48,256.06,256.06,256.36,23.86170341,14,256.30809909245045,256.3631094803689,256.3935117985076,256.4107806008295,256.4294153682875,256.46062292587527,256.63087702494613,256.67764458716647,256.7170611002405,256.74972495713973,256.77654371134145,256.81629805261565,46.63141508276186,256.554,257.1418911463868,255.96610885361315
1732386720,256.06,256.07,255.78,255.87,255.87,168.48250552,29,256.0890495462252,256.1987396535831,256.2771758828622,256.3124576814856,256.34335767542257,256.3868414701033,256.5843485755539,256.63731186088313,256.68270687950104,256.72119945876346,256.7536894265343,256.8042153176567,42.401284972082955,256.5015,257.1350384755483,255.86796152445177
1732386780,255.85,255.96,255.85,255.89,255.88,70.39283182,15,255.9895247731126,256.0958264357221,256.1911367977817,256.2356471939428,256.27361034074215,256.3247362863404,256.5395518932601,256.5957945352785,256.6440382512327,256.6850603518607,256.7198192529447,256.7742410449467,42.5247386292655,256.44100000000003,257.0654005124918,255.81659948750823
1732386840,255.91,256.06,255.91,256.06,255.98,1062.77298290,20,256.0247623865563,256.08388429048165,256.1619952899906,256.20371139951726,256.240747654965,256.29164756554525,256.50879594650314,256.56635220202526,256.61604613993586,256.65857834430943,256.69485087733557,256.752176407961,42.14557555232582,256.398,257.0026685042236,255.7933314957764
1732386900,256.06,256.52,256.03,256.52,256.14,39.57878044,18,256.27238119327814,256.22925619365793,256.2415519289664,256.26121918502963,256.283715320582,256.3202347148171,256.511896294525,256.56798946732107,256.61782923581376,256.6615820822225,256.69978353994406,256.76215439522423,50.01877418629674,256.3750000000001,256.92157112986337,255.82842887013686
1732386960,256.50,256.63,256.50,256.63,256.52,50.26537526,7,256.4511905966391,256.36283746244357,256.3278737734161,256.3282713046332,256.33699787086596,256.35901504541675,256.52280781961844,256.5772670336334,256.6273790025387,256.6727104789607,256.7133709363544,256.78217730370545,56.742116098012296,256.361,256.8647022930263,255.85729770697364
1732387020,256.71,256.92,256.71,256.92,256.86,382.91945534,27,256.6855952983195,256.54855830830195,256.45945744434556,256.4358596975839,256.4267007081758,256.42921440967797,256.55263947810147,256.60376043979477,256.65309706592313,256.6994363754445,256.74233248877044,256.81781743107,61.35783011905206,256.379,256.9330721974617,255.82492780253835
1732387080,256.78,256.91,256.68,256.72,256.73,8.28718204,10,256.7027976491598,256.6057055388797,256.51735591160923,256.4875241085535,256.4718427495624,256.4657051533529,256.5713009889743,256.62415147530174,256.6777556819702,256.7301952139751,256.7804529410226,256.8727936964773,63.07337895085851,256.38950000000006,256.9607958953118,255.81820410468833
1732387140,256.68,256.68,256.40,256.40,256.66,96.91319512,17,256.5513988245799,256.5371370259149,256.49127676925383,256.47160957193495,256.4607820346409,256.457432339232,256.55695738107454,256.6058660788437,256.65525055340214,256.7033373695761,256.7492092120252,256.83293642433364,57.89269346591921,256.3835,256.95169978880676,255.8153002111933
1732387200,256.40,256.40,256.19,256.19,256.21,131.98299417,12,256.3706994122899,256.42142468394326,256.4243263760863,256.42040783158313,256.41912326008077,256.424003296828,256.5332827113278,256.5827624077968,256.6325554044557,256.68101835350757,256.72727943900463,256.8118565415686,53.641801063947604,256.37699999999995,256.9509024307319,255.80309756926803
