time,open,high,low,close,vwap,volume,count,EMA3,EMA5,EMA8,EMA10,EMA12,EMA15,EMA30,EMA35,EMA40,EMA45,EMA50,EMA60,stochRSI,BB_middle,BB_upper,BB_lower
1708214400,0.54983,0.56266,0.54758,0.55701,0.55613,4448303.54941727,3139,0.5549931072336252,0.5516419052070662,0.5460779277050992,0.5430134687599425,0.5406192303013707,0.5382040461120755,0.5390039213857365,0.541452081282984,0.5442247568480508,0.547116727774517,0.5500071217509102,0.5555368880137073,92.92598197397784,0.5248774999999999,0.5638613740378633,0.4858936259621365
1708300800,0.55719,0.56759,0.55408,0.56254,0.56097,8288028.12049320,4213,0.5587665536168126,0.5552746034714077,0.5497361663066563,0.5465637537182987,0.5439917056448733,0.5412464083127684,0.5405426783128774,0.5426595996325859,0.545173412447219,0.5478643976007439,0.5505992718749992,0.5559166925861783,91.83762186983883,0.5274655,0.5691415883361192,0.48578941166388095
1708387200,0.56258,0.57521,0.54485,0.56300,0.56144,16231519.14553176,7310,0.5608832768084062,0.5578497356474537,0.5526836833305163,0.5495521292597514,0.5469158115553437,0.5439637608201664,0.5418896707946816,0.5436091372667461,0.5457658614451948,0.5481356143465789,0.5505804376475196,0.5553952542520687,91.10788280157274,0.5304675000000001,0.57328437231688,0.4876506276831202
1708473600,0.56283,0.56295,0.53259,0.54903,0.54367,9776227.80947136,5617,0.5549566384042031,0.554909823764773,0.5518717516632174,0.5494571541146044,0.5472407515037062,0.5445946506045795,0.5422184770622847,0.5436766708089014,0.5455663473202271,0.5476737449199356,0.549865769049138,0.5542109707102609,86.33726240868577,0.5326295,0.5746021703820474,0.4906568296179526
1708560000,0.54886,0.55200,0.53694,0.54112,0.54546,9981167.02721930,4886,0.5480383192021016,0.550313215844101,0.5494824830684013,0.5479415073360526,0.5463005962416686,0.5441715206549438,0.5427655762131314,0.5446295302958397,0.5470307058627836,0.5497356146218036,0.5525871763619596,0.5583538908656512,79.55033841053758,0.5341685,0.5750008931578839,0.4933361068421162
1708646400,0.54091,0.54335,0.52500,0.53405,0.53510,7578282.10604741,5183,0.5410441596010508,0.5448921438954184,0.5460530356412188,0.5454156379109386,0.5444148307748943,0.5428984209894756,0.5417669172055887,0.5432686434676409,0.5452103237435468,0.5473964840237987,0.5496963906089833,0.5543285401525396,70.9250439291275,0.534927,0.5751543315545539,0.4946996684454462
1708732800,0.53388,0.54779,0.53151,0.54528,0.54326,5032281.63760483,3370,0.5431620798005254,0.5450214292639433,0.5458812533836769,0.5453910482983139,0.5445484735545647,0.5432001527175269,0.5422161388340359,0.54377472978539,0.5458192524908054,0.5481497053637387,0.5506268829916641,0.5556785920736805,64.96148732932413,0.5370125,0.5747699574753121,0.49925504252468794
1708819200,0.54489,0.54856,0.54200,0.54245,0.54472,2908908.20563770,2642,0.5428060399002628,0.5441642861759777,0.5451187527928898,0.5448563156081394,0.5442256567526093,0.543106572582683,0.542241651099969,0.5437196033858119,0.5456832596019844,0.5479414802677561,0.5503579135986562,0.5553219945683914,57.54302969795916,0.5388285,0.5738656473011146,0.5037913526988855
1708905600,0.54253,0.55294,0.52901,0.55098,0.54347,11509263.50534349,6586,0.5468930199501314,0.5464361907836626,0.5464212488193793,0.5459696427741471,0.5452642604116157,0.5440868194230288,0.542588513856603,0.5437386593894429,0.5453515316212415,0.5472498778509446,0.5493067385381171,0.5535748548899543,51.3968167831006,0.5411225,0.5728803556423445,0.5093646443576554
1708992000,0.55120,0.59715,0.54826,0.58649,0.57240,26544764.63845979,11969,0.5666915099750657,0.559787460522371,0.5553254150133758,0.5533369651067193,0.5516065665591344,0.5493863550958475,0.5453733176841228,0.546029486115198,0.5472289207075887,0.5487753924519367,0.5505291144590928,0.5543022334053742,54.124818589062535,0.544745,0.5796881111951984,0.5098018888048017
1709078400,0.58649,0.60616,0.50966,0.57562,0.57471,32812200.19271067,18201,0.5711557549875328,0.5650649736814153,0.5598353210693413,0.5573883901130522,0.5553006712454552,0.5526635451904974,0.5472135224229537,0.5474763934240648,0.5483113352317869,0.549520275374369,0.5509616821137868,0.5541784904391253,53.06813734475541,0.5477895000000002,0.582349855597129,0.5132291444028713
1709164800,0.57570,0.62500,0.56803,0.58626,0.59812,26179486.67900675,16646,0.5787078774937664,0.5721299824546876,0.5657074762116503,0.5626378628470605,0.5600643146873158,0.5568681076876351,0.5500088064585521,0.5501203232586067,0.5509138044482553,0.5521663942297671,0.5537153325844784,0.5572735275228989,54.88112921800894,0.550805,0.5876648472595859,0.5139451527404141
1709251200,0.58704,0.60391,0.58346,0.60172,0.59374,13903602.74543139,7986,0.5902139387468832,0.5819933216363204,0.573710257842419,0.5697436760433084,0.5664726567696445,0.5624729135230406,0.553252289764914,0.5528226888488744,0.5531398927867873,0.5539687723790744,0.5551380757309635,0.5580447661037883,55.78560795437547,0.5546905,0.595594447719016,0.5137865522809839
1709337600,0.60175,0.65120,0.60023,0.64519,0.63054,27554185.56656591,15200,0.6177019693734416,0.6030588810897356,0.5895946330895401,0.5834609410803756,0.5785811502899271,0.5727985965089503,0.5584139916976779,0.5565903646322351,0.5555359140044575,0.5550116381038759,0.5548524270472917,0.5552067797573341,57.35055199064961,0.5606435,0.6154729772088883,0.5058140227911117
1709424000,0.64432,0.64482,0.59010,0.62738,0.61805,11727431.14372604,9069,0.6225409846867208,0.6111659207266179,0.597991382617746,0.5914462522000661,0.586088873663217,0.5796228266790735,0.5629491846842045,0.5606750921371805,0.5592738589683959,0.5584838229500291,0.5581219766349865,0.5582077197757301,63.455877804689635,0.5654239999999999,0.6257470895760486,0.5051009104239512
1709510400,0.62702,0.66514,0.61395,0.64831,0.64830,30213703.88574151,16906,0.6354254923433604,0.6235472804841158,0.6091732945129346,0.6017850511650803,0.5956608715928178,0.5882051133121105,0.5682571722223103,0.5651908296580548,0.563075243070068,0.5616329662984776,0.5606711595128824,0.5596883646097641,71.90696792623108,0.5715935,0.6389175463059077,0.5042694536940923
1709596800,0.64846,0.66926,0.53000,0.59297,0.61002,46199854.10878591,28412,0.6141977461716802,0.6133548536558588,0.6055725601288365,0.6001822671976149,0.595246535162859,0.5887980622052503,0.5697046914997983,0.5664739209556391,0.5641339836213899,0.5624377388473785,0.5612095486710453,0.5596930247091971,71.44883837055082,0.5743254999999999,0.6404524293026675,0.5081985706973323
